Family,TagID,MeanSide_px,EstSize_cm,Detections,DetectionRate
tag36h11,585,11.9050235997801,3.88897437592818,1,0.0016750418760469
tag36h11,0,46.0316168284048,15.0369948306122,34,0.0569514237855946
